name	severity	CID	MolecularFormula	MolecularWeight	CanonicalSMILES	IUPACName	LogP	TPSA	fp
pegfilgrastim	0	70683024	C27H46N4O19	730.7	CC(C(C(=O)O)N)OC1C(C(C(C(O1)COC2(CC(C(C(O2)C(C(CO)O)O)NC(=O)CNC(=O)OCCOC)O)C(=O)O)O)O)NC(=O)C	(2R,4S,5R,6R)-2-[[(2R,3R,4R,5R,6S)-5-acetamido-6-[(1S,2R)-1-amino-1-carboxypropan-2-yl]oxy-3,4-dihydroxyoxan-2-yl]methoxy]-4-hydroxy-5-[[2-(2-methoxyethoxycarbonylamino)acetyl]amino]-6-[(1R,2R)-1,2,3-trihydroxypropyl]oxane-2-carboxylic acid	-6.726400000000006	364.68	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3389eed0>
fludarabine	0	657237	C10H12FN5O4	285.23	C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)CO)O)O)F)N	(2R,3S,4S,5R)-2-(6-amino-2-fluoropurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol	-1.8409	139.54000000000002	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3389e870>
flumazenil	0	3373	C15H14FN3O3	303.29	CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C	ethyl 8-fluoro-5-methyl-6-oxo-4H-imidazo[1,5-a][1,4]benzodiazepine-3-carboxylate	1.7737	64.43	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3389ee70>
hydroxyzine	0	3658	C21H27ClN2O2	374.9	C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl	2-[2-[4-[(4-chlorophenyl)-phenylmethyl]piperazin-1-yl]ethoxy]ethanol	3.055900000000001	35.94	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3389ee10>
iodipamide meglumine	0	636408	C34H48I6N4O16	1530.2	CNCC(C(C(C(CO)O)O)O)O.CNCC(C(C(C(CO)O)O)O)O.C1=C(C(=C(C(=C1I)NC(=O)CCCCC(=O)NC2=C(C=C(C(=C2I)C(=O)O)I)I)I)C(=O)O)I	3-[[6-(3-carboxy-2,4,6-triiodoanilino)-6-oxohexanoyl]amino]-2,4,6-triiodobenzoic acid;(2R,3R,4R,5S)-6-(methylamino)hexane-1,2,3,4,5-pentol	0.13160000000000316	359.15999999999997	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3389e1b0>
l-methionine	0	6137	C5H11NO2S	149.21	CSCCC(C(=O)O)N	(2S)-2-amino-4-methylsulfanylbutanoic acid	0.15140000000000003	63.31999999999999	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3389ef90>
kanamycin	0	6032	C18H36N4O11	484.5	C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N	(2R,3S,4S,5R,6R)-2-(aminomethyl)-6-[(1R,2R,3S,4R,6S)-4,6-diamino-3-[(2S,3R,4S,5S,6R)-4-amino-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2-hydroxycyclohexyl]oxyoxane-3,4,5-triol	-7.291399999999999	282.60999999999996	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3389e330>
riboflavin	0	493570	C17H20N4O6	376.4	CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O	7,8-dimethyl-10-[(2S,3S,4R)-2,3,4,5-tetrahydroxypentyl]benzo[g]pteridine-2,4-dione	-1.7235599999999995	161.56	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3389ec90>
l-carnitine	0	10917	C7H15NO3	161.20	C[N+](C)(C)CC(CC(=O)[O-])O	(3R)-3-hydroxy-4-(trimethylazaniumyl)butanoate	-1.8064999999999976	60.36	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3389e630>
levonorgestrel	0	13109	C21H28O2	312.4	CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34	(8R,9S,10R,13S,14S,17R)-13-ethyl-17-ethynyl-17-hydroxy-1,2,6,7,8,9,10,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one	3.8826000000000036	37.3	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3389e3f0>
loratadine	0	3957	C22H23ClN2O2	382.9	CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1	ethyl 4-(13-chloro-4-azatricyclo[9.4.0.03,8]pentadeca-1(11),3(8),4,6,12,14-hexaen-2-ylidene)piperidine-1-carboxylate	4.887800000000005	42.43	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3389e690>
vitamin e	0	14985	C29H50O2	430.7	CC1=C(C2=C(CCC(O2)(C)CCCC(C)CCCC(C)CCCC(C)C)C(=C1O)C)C	(2R)-2,5,7,8-tetramethyl-2-[(4R,8R)-4,8,12-trimethyltridecyl]-3,4-dihydrochromen-6-ol	8.840260000000002	29.46	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3389e570>
meprobamate	0	4064	C9H18N2O4	218.25	CCCC(C)(COC(=O)N)COC(=O)N	[2-(carbamoyloxymethyl)-2-methylpentyl] carbamate	0.9834000000000003	104.64	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3389e8d0>
methylscopolamine bromide	0	23724781	C18H24BrNO4	398.3	C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C.[Br-]	[(1S,5S)-9,9-dimethyl-3-oxa-9-azoniatricyclo[3.3.1.02,4]nonan-7-yl] (2S)-3-hydroxy-2-phenylpropanoate;bromide	-1.9332999999999958	59.06	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338a4090>
midazolam	0	4192	C18H13ClFN3	325.8	CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F	8-chloro-6-(2-fluorophenyl)-1-methyl-4H-imidazo[1,5-a][1,4]benzodiazepine	4.324220000000002	30.18	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3389e7b0>
midodrine	0	4195	C12H18N2O4	254.28	COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O	2-amino-N-[2-(2,5-dimethoxyphenyl)-2-hydroxyethyl]acetamide	-0.18790000000000023	93.81	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338a4510>
mitotane	0	4211	C14H10Cl4	320.0	C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl	1-chloro-2-[2,2-dichloro-1-(4-chlorophenyl)ethyl]benzene	5.929000000000001	0.0	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338a4690>
folic acid	0	135398658	C19H19N7O6	441.4	C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N	(2S)-2-[[4-[(2-amino-4-oxo-3H-pteridin-6-yl)methylamino]benzoyl]amino]pentanedioic acid	-0.044799999999998674	213.28	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338a40f0>
nalbuphine	0	5311304	C21H27NO4	357.4	C1CC(C1)CN2CCC34C5C(CCC3(C2CC6=C4C(=C(C=C6)O)O5)O)O	(4R,4aS,7S,7aR,12bS)-3-(cyclobutylmethyl)-1,2,4,5,6,7,7a,13-octahydro-4,12-methanobenzofuro[3,2-e]isoquinoline-4a,7,9-triol	1.7073000000000005	73.16000000000001	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338a42d0>
nitroglycerin	0	4510	C3H5N3O9	227.09	C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-]	1,3-dinitrooxypropan-2-yl nitrate	-1.0200999999999996	157.11	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338a43f0>
diphenoxylate	0	13505	C30H32N2O2	452.6	CCOC(=O)C1(CCN(CC1)CCC(C#N)(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4	ethyl 1-(3-cyano-3,3-diphenylpropyl)-4-phenylpiperidine-4-carboxylate	5.483280000000006	53.33	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338a4a50>
ambenonium	0	2131	C28H42Cl2N4O2+2	537.6	CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC2=CC=CC=C2Cl	(2-chlorophenyl)methyl-[2-[[2-[2-[(2-chlorophenyl)methyl-diethylazaniumyl]ethylamino]-2-oxoacetyl]amino]ethyl]-diethylazanium	4.639200000000005	58.2	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338a4270>
penbutolol	0	37464	C18H29NO2	291.4	CC(C)(C)NCC(COC1=CC=CC=C1C2CCCC2)O	(2S)-1-(tert-butylamino)-3-(2-cyclopentylphenoxy)propan-2-ol	3.4720000000000026	41.489999999999995	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338a4990>
penicillin v	0	6869	C16H18N2O5S	350.4	CC1(C(N2C(S1)C(C2=O)NC(=O)COC3=CC=CC=C3)C(=O)O)C	(2S,5R,6R)-3,3-dimethyl-7-oxo-6-[(2-phenoxyacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid	0.6970999999999994	95.94000000000001	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338a4c30>
pentazocine	0	441278	C19H27NO	285.4	CC1C2CC3=C(C1(CCN2CC=C(C)C)C)C=C(C=C3)O	(1R,9R,13R)-1,13-dimethyl-10-(3-methylbut-2-enyl)-10-azatricyclo[7.3.1.02,7]trideca-2(7),3,5-trien-4-ol	3.882600000000003	23.47	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338a46f0>
ephedrine	0	9294	C10H15NO	165.23	CC(C(C1=CC=CC=C1)O)NC	(1R,2S)-2-(methylamino)-1-phenylpropan-1-ol	1.3278999999999999	32.26	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338a4570>
pimozide	0	16362	C28H29F2N3O	461.5	C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F	3-[1-[4,4-bis(4-fluorophenyl)butyl]piperidin-4-yl]-1H-benzimidazol-2-one	5.8570000000000055	41.03	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338a4150>
pindolol	0	4828	C14H20N2O2	248.32	CC(C)NCC(COC1=CC=CC2=C1C=CN2)O	1-(1H-indol-4-yloxy)-3-(propan-2-ylamino)propan-2-ol	1.9055999999999997	57.28	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338a4210>
pyrantel	0	708857	C11H14N2S	206.31	CN1CCCN=C1C=CC2=CC=CS2	1-methyl-2-[(E)-2-thiophen-2-ylethenyl]-5,6-dihydro-4H-pyrimidine	2.4953000000000003	15.6	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338a4cf0>
quazepam	0	4999	C17H11ClF4N2S	386.8	C1C(=S)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F)CC(F)(F)F	7-chloro-5-(2-fluorophenyl)-1-(2,2,2-trifluoroethyl)-3H-1,4-benzodiazepine-2-thione	5.026200000000002	15.6	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338a4930>
reserpine	0	5770	C33H40N2O9	608.7	COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC	methyl (1R,15S,17R,18R,19S,20S)-6,18-dimethoxy-17-(3,4,5-trimethoxybenzoyl)oxy-1,3,11,12,14,15,16,17,18,19,20,21-dodecahydroyohimban-19-carboxylate	4.171100000000004	117.78000000000002	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338a47b0>
selegiline	0	26757	C13H17N	187.28	CC(CC1=CC=CC=C1)N(C)CC#C	(2R)-N-methyl-1-phenyl-N-prop-2-ynylpropan-2-amine	2.1826	3.24	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338a4450>
terazosin	0	5401	C19H25N5O4	387.4	COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC	[4-(4-amino-6,7-dimethoxyquinazolin-2-yl)piperazin-1-yl]-(oxolan-2-yl)methanone	1.0567999999999995	103.04	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338a4e70>
topotecan	0	60700	C23H23N3O5	421.4	CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O	(19S)-8-[(dimethylamino)methyl]-19-ethyl-7,19-dihydroxy-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4(9),5,7,10,15(20)-heptaene-14,18-dione	1.8467999999999996	104.89000000000001	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338a49f0>
trihexyphenidyl	0	5572	C20H31NO	301.5	C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O	1-cyclohexyl-1-phenyl-3-piperidin-1-ylpropan-1-ol	4.330500000000005	23.47	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338a4330>
aceclofenac	0	71771	C16H13Cl2NO4	354.2	C1=CC=C(C(=C1)CC(=O)OCC(=O)O)NC2=C(C=CC=C2Cl)Cl	2-[2-[2-(2,6-dichloroanilino)phenyl]acetyl]oxyacetic acid	3.907300000000002	75.63000000000001	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338a45d0>
ursodeoxycholic acid	0	31401	C24H40O4	392.6	CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C	(4R)-4-[(3R,5S,7S,8R,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanoic acid	4.477900000000006	77.76	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338a4ed0>
caffeine	0	2519	C8H10N4O2	194.19	CN1C=NC2=C1C(=O)N(C(=O)N2C)C	1,3,7-trimethylpurine-2,6-dione	-1.0293	61.82	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338a4c90>
lidocaine	0	3676	C14H22N2O	234.34	CCN(CC)CC(=O)NC1=C(C=CC=C1C)C	2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide	2.5837400000000006	32.34	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338a4b70>
sulfamethizole	0	5328	C9H10N4O2S2	270.3	CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N	4-amino-N-(5-methyl-1,3,4-thiadiazol-2-yl)benzenesulfonamide	1.22952	97.97	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338a4f90>
entacapone	0	5281081	C14H15N3O5	305.29	CCN(CC)C(=O)C(=CC1=CC(=C(C(=C1)O)O)[N+](=O)[O-])C#N	(E)-2-cyano-3-(3,4-dihydroxy-5-nitrophenyl)-N,N-diethylprop-2-enamide	1.7813799999999995	127.70000000000002	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338ad330>
dexpanthenol	0	131204	C9H19NO4	205.25	CC(C)(CO)C(C(=O)NCCCO)O	(2R)-2,4-dihydroxy-N-(3-hydroxypropyl)-3,3-dimethylbutanamide	-1.1355999999999997	89.79	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338a4b10>
scopolamine	0	3000322	C17H21NO4	303.35	CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4	[(1R,2R,4S,5S)-9-methyl-3-oxa-9-azatricyclo[3.3.1.02,4]nonan-7-yl] (2S)-3-hydroxy-2-phenylpropanoate	0.9180999999999993	62.3	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338ad990>
pyridoxine	0	1054	C8H11NO3	169.18	CC1=NC=C(C(=C1O)CO)CO	4,5-bis(hydroxymethyl)-2-methylpyridin-3-ol	0.08022000000000001	73.58000000000001	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338ad210>
thiamine	0	1130	C12H17N4OS+	265.36	CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO	2-[3-[(4-amino-2-methylpyrimidin-5-yl)methyl]-4-methyl-1,3-thiazol-3-ium-5-yl]ethanol	0.60774	75.91	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338ad810>
vitamin c	0	54670067	C6H8O6	176.12	C(C(C1C(=C(C(=O)O1)O)O)O)O	(2R)-2-[(1S)-1,2-dihydroxyethyl]-3,4-dihydroxy-2H-furan-5-one	-1.4073999999999995	107.22000000000001	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338ad8d0>
sorbitol	0	5780	C6H14O6	182.17	C(C(C(C(C(CO)O)O)O)O)O	(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol	-3.585399999999998	121.38000000000001	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338ad1b0>
carisoprodol	0	2576	C12H24N2O4	260.33	CCCC(C)(COC(=O)N)COC(=O)NC(C)C	[2-(carbamoyloxymethyl)-2-methylpentyl] N-propan-2-ylcarbamate	2.0227	90.65	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338ad4b0>
pamabrom	0	11806	C11H18BrN5O3	348.20	CC(C)(CO)N.CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Br	2-amino-2-methylpropan-1-ol;8-bromo-1,3-dimethyl-7H-purine-2,6-dione	-0.5611999999999993	118.92999999999999	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338ad3f0>
dextromethorphan	0	5360696	C18H25NO	271.4	CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)OC	(1S,9S,10S)-4-methoxy-17-methyl-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5-triene	3.3834000000000026	12.47	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338ada50>
paromomycin	0	165580	C23H45N5O14	615.6	C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N	(2S,3S,4R,5R,6R)-5-amino-2-(aminomethyl)-6-[(2R,3S,4R,5S)-5-[(1R,2R,3S,5R,6S)-3,5-diamino-2-[(2S,3R,4R,5S,6R)-3-amino-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-6-hydroxycyclohexyl]oxy-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl]oxyoxane-3,4-diol	-8.861700000000015	347.32	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338ad510>
ammonium chloride	0	25517	ClH4N	53.49	[NH4+].[Cl-]	azanium;chloride	-2.6198	36.5	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338ad090>
methysergide	0	9681	C21H27N3O2	353.5	CCC(CO)NC(=O)C1CN(C2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C	(6aR,9R)-N-[(2S)-1-hydroxybutan-2-yl]-4,7-dimethyl-6,6a,8,9-tetrahydroindolo[4,3-fg]quinoline-9-carboxamide	1.9351	57.5	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338ad450>
methylergonovine	0	8226	C20H25N3O2	339.4	CCC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C	(6aR,9R)-N-[(2S)-1-hydroxybutan-2-yl]-7-methyl-6,6a,8,9-tetrahydro-4H-indolo[4,3-fg]quinoline-9-carboxamide	1.9247	68.36	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338a4bd0>
brompheniramine	0	6834	C16H19BrN2	319.24	CN(C)CCC(C1=CC=C(C=C1)Br)C2=CC=CC=N2	3-(4-bromophenyl)-N,N-dimethyl-3-pyridin-2-ylpropan-1-amine	3.9277000000000024	16.130000000000003	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338ad7b0>
l-arginine	0	6322	C6H14N4O2	174.20	C(CC(C(=O)O)N)CN=C(N)N	(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid	-1.548099999999999	127.71999999999998	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338ad570>
pyridostigmine	0	4991	C9H13N2O2+	181.21	C[N+]1=CC=CC(=C1)OC(=O)N(C)C	(1-methylpyridin-1-ium-3-yl) N,N-dimethylcarbamate	0.5714999999999999	33.42	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338a4870>
phenoxybenzamine	0	4768	C18H22ClNO	303.8	CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2	N-benzyl-N-(2-chloroethyl)-1-phenoxypropan-2-amine	4.194900000000003	12.47	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338adb10>
oxybutynin	0	4634	C22H31NO3	357.5	CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O	4-(diethylamino)but-2-ynyl 2-cyclohexyl-2-hydroxy-2-phenylacetate	3.3429000000000024	49.769999999999996	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338ad9f0>
orphenadrine	0	4601	C18H23NO	269.4	CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C	N,N-dimethyl-2-[(2-methylphenyl)-phenylmethoxy]ethanamine	3.662620000000002	12.47	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338ad5d0>
orciprenaline	0	4086	C11H17NO3	211.26	CC(C)NCC(C1=CC(=CC(=C1)O)O)O	5-[1-hydroxy-2-(propan-2-ylamino)ethyl]benzene-1,3-diol	1.1291999999999998	72.72	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338ad150>
loperamide	0	3955	C29H33ClN2O2	477.0	CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4	4-[4-(4-chlorophenyl)-4-hydroxypiperidin-1-yl]-N,N-dimethyl-2,2-diphenylbutanamide	5.088000000000005	43.78	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338add50>
isoxsuprine	0	3783	C18H23NO3	301.4	CC(COC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O	4-[1-hydroxy-2-(1-phenoxypropan-2-ylamino)propyl]phenol	2.8712000000000018	61.72	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338ad390>
edrophonium	0	3202	C10H16NO+	166.24	CC[N+](C)(C)C1=CC(=CC=C1)O	ethyl-(3-hydroxyphenyl)-dimethylazanium	1.9790000000000005	20.23	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338ad270>
acetylcholine chloride	0	6060	C7H16ClNO2	181.66	CC(=O)OCC[N+](C)(C)C.[Cl-]	2-acetyloxyethyl(trimethyl)azanium;chloride	-2.740299999999996	26.3	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338aded0>
amphetamine	0	3007	C9H13N	135.21	CC(CC1=CC=CC=C1)N	1-phenylpropan-2-amine	1.5763	26.02	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338adcf0>
simethicone	0	6433516	C6H18O4Si3	238.46	CO[Si](C)(C)O[Si](C)(C)C.O=[Si]=O	dioxosilane;methoxy-dimethyl-trimethylsilyloxysilane	1.5676999999999999	52.6	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338ad030>
betaine	0	247	C5H11NO2	117.15	C[N+](C)(C)CC(=O)[O-]	2-(trimethylazaniumyl)acetate	-1.5574999999999983	40.129999999999995	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338b9450>
bisacodyl	0	2391	C22H19NO4	361.4	CC(=O)OC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC(=O)C)C3=CC=CC=N3	[4-[(4-acetyloxyphenyl)-pyridin-2-ylmethyl]phenyl] acetate	4.112400000000003	65.49000000000001	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338adf30>
leucovorin	0	135403648	C20H23N7O7	473.4	C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O	(2S)-2-[[4-[(2-amino-5-formyl-4-oxo-3,6,7,8-tetrahydropteridin-6-yl)methylamino]benzoyl]amino]pentanedioic acid	-0.7310999999999972	219.83999999999997	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338b9390>
apomorphine	0	6005	C17H17NO2	267.32	CN1CCC2=C3C1CC4=C(C3=CC=C2)C(=C(C=C4)O)O	(6aR)-6-methyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinoline-10,11-diol	2.8499000000000017	43.7	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338adab0>
dihydroergotamine	0	10531	C33H37N5O5	583.7	CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CC6C(CC7=CNC8=CC=CC6=C78)N(C5)C	(6aR,9R,10aR)-N-[(1S,2S,4R,7S)-7-benzyl-2-hydroxy-4-methyl-5,8-dioxo-3-oxa-6,9-diazatricyclo[7.3.0.02,6]dodecan-4-yl]-7-methyl-6,6a,8,9,10,10a-hexahydro-4H-indolo[4,3-fg]quinoline-9-carboxamide	2.0811000000000006	118.21	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338ad750>
procyclidine	0	4919	C19H29NO	287.4	C1CCC(CC1)C(CCN2CCCC2)(C3=CC=CC=C3)O	1-cyclohexyl-1-phenyl-3-pyrrolidin-1-ylpropan-1-ol	3.9404000000000035	23.47	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338b95d0>
clemastine	0	26987	C21H26ClNO	343.9	CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCC3CCCN3C	(2R)-2-[2-[(1R)-1-(4-chlorophenyl)-1-phenylethoxy]ethyl]-1-methylpyrrolidine	5.104400000000005	12.47	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338b9330>
norethindrone acetate	0	5832	C22H28O3	340.5	CC(=O)OC1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C)C#C	[(8R,9S,10R,13S,14S,17R)-17-ethynyl-13-methyl-3-oxo-1,2,6,7,8,9,10,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-17-yl] acetate	4.0633000000000035	43.370000000000005	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338ade10>
